Date,Time,Open,High,Low,Close,Tick volume
2024.09.09,00:00:00,0.93576,0.93608,0.93545,0.9359,2898
2024.09.09,01:00:00,0.93591,0.93717,0.93585,0.93693,3222
2024.09.09,02:00:00,0.93693,0.93699,0.93643,0.93665,1623
2024.09.09,03:00:00,0.93666,0.937,0.9365,0.93665,965
2024.09.09,04:00:00,0.93664,0.93733,0.93662,0.93712,1285
2024.09.09,05:00:00,0.93711,0.93711,0.93633,0.93653,1392
2024.09.09,06:00:00,0.93653,0.93695,0.93579,0.9361,2960
2024.09.09,07:00:00,0.93611,0.93694,0.93591,0.93597,4099
2024.09.09,08:00:00,0.93596,0.93751,0.93552,0.93713,2909
2024.09.09,09:00:00,0.93712,0.93745,0.93674,0.93701,2164
2024.09.09,10:00:00,0.937,0.93747,0.93669,0.93713,2071
2024.09.09,11:00:00,0.93714,0.93794,0.93692,0.93786,1672
2024.09.09,12:00:00,0.93783,0.93794,0.9368,0.93707,2781
2024.09.09,13:00:00,0.93709,0.93747,0.93676,0.93689,3718
2024.09.09,14:00:00,0.93687,0.93691,0.93548,0.93569,4474
2024.09.09,15:00:00,0.93569,0.9364,0.93528,0.93635,3143
2024.09.09,16:00:00,0.93634,0.9373,0.93625,0.93719,1998
2024.09.09,17:00:00,0.93719,0.93736,0.93672,0.93675,1661
2024.09.09,18:00:00,0.93676,0.93699,0.93658,0.93668,1013
2024.09.09,19:00:00,0.93668,0.93722,0.93651,0.93718,950
2024.09.09,20:00:00,0.93718,0.93736,0.93706,0.93711,797
2024.09.09,21:00:00,0.93711,0.93731,0.93624,0.93726,620
2024.09.09,22:00:00,0.93728,0.93731,0.93701,0.93702,738
2024.09.09,23:00:00,0.93702,0.93763,0.93702,0.93741,586
2024.09.10,00:00:00,0.93743,0.93747,0.93676,0.93731,2003
2024.09.10,01:00:00,0.93731,0.93761,0.93707,0.93746,1451
2024.09.10,02:00:00,0.93746,0.93746,0.93697,0.93719,1109
2024.09.10,03:00:00,0.93719,0.93725,0.93688,0.93714,857
2024.09.10,04:00:00,0.93714,0.93717,0.9366,0.93661,576
2024.09.10,05:00:00,0.93661,0.93685,0.93644,0.93658,997
2024.09.10,06:00:00,0.93656,0.93754,0.93578,0.93752,2314
2024.09.10,07:00:00,0.93752,0.93771,0.93637,0.93669,3014
2024.09.10,08:00:00,0.9367,0.93693,0.936,0.9361,2402
2024.09.10,09:00:00,0.9361,0.93613,0.93531,0.93558,2138
2024.09.10,10:00:00,0.93559,0.93598,0.93538,0.93566,1607
2024.09.10,11:00:00,0.93569,0.93594,0.93471,0.93503,1939
2024.09.10,12:00:00,0.93502,0.93515,0.933,0.93377,3150
2024.09.10,13:00:00,0.93377,0.93485,0.93348,0.93441,4022
2024.09.10,14:00:00,0.93441,0.93458,0.93304,0.934,5796
2024.09.10,15:00:00,0.934,0.93411,0.93262,0.93265,3199
2024.09.10,16:00:00,0.93265,0.93372,0.93243,0.9337,2618
2024.09.10,17:00:00,0.93369,0.93389,0.93302,0.93325,1934
2024.09.10,18:00:00,0.93327,0.93369,0.93314,0.93338,1432
2024.09.10,19:00:00,0.93338,0.93361,0.93324,0.93357,1104
2024.09.10,20:00:00,0.93357,0.9336,0.93308,0.93316,909
2024.09.10,21:00:00,0.9331,0.93343,0.93248,0.93315,1283
2024.09.10,22:00:00,0.93315,0.93342,0.93305,0.93334,655
2024.09.10,23:00:00,0.93333,0.93348,0.93296,0.933,690
2024.09.11,00:00:00,0.93301,0.93314,0.93262,0.93285,1783
2024.09.11,01:00:00,0.93285,0.93335,0.93193,0.93248,3664
2024.09.11,02:00:00,0.9325,0.93274,0.93199,0.93239,2446
2024.09.11,03:00:00,0.93238,0.93299,0.93196,0.93206,2147
2024.09.11,04:00:00,0.93201,0.9321,0.93106,0.93133,1939
2024.09.11,05:00:00,0.93131,0.93159,0.93067,0.93159,2381
2024.09.11,06:00:00,0.93159,0.93249,0.93139,0.93224,2407
2024.09.11,07:00:00,0.93225,0.93391,0.93225,0.93369,3686
2024.09.11,08:00:00,0.93367,0.93392,0.9333,0.9338,2933
2024.09.11,09:00:00,0.93379,0.93437,0.93355,0.93422,1968
2024.09.11,10:00:00,0.93423,0.93502,0.93401,0.93502,1557
2024.09.11,11:00:00,0.93502,0.93533,0.93464,0.9347,1893
2024.09.11,12:00:00,0.93468,0.93725,0.93468,0.93672,10556
2024.09.11,13:00:00,0.93673,0.93807,0.93491,0.93504,7436
2024.09.11,14:00:00,0.93504,0.93511,0.93281,0.93422,9217
2024.09.11,15:00:00,0.93422,0.93673,0.93398,0.93657,5822
2024.09.11,16:00:00,0.93657,0.93739,0.93629,0.93644,3852
2024.09.11,17:00:00,0.93644,0.93774,0.93644,0.93741,3087
2024.09.11,18:00:00,0.9374,0.93813,0.93708,0.93796,1957
2024.09.11,19:00:00,0.93795,0.93948,0.93795,0.93901,1857
2024.09.11,20:00:00,0.939,0.93966,0.93805,0.93805,1441
2024.09.11,21:00:00,0.93806,0.93872,0.9371,0.93846,658
2024.09.11,22:00:00,0.9384,0.9386,0.93821,0.93856,664
2024.09.11,23:00:00,0.93856,0.93919,0.93854,0.93884,809
2024.09.12,00:00:00,0.93884,0.93931,0.93848,0.93854,1599
2024.09.12,01:00:00,0.93854,0.93871,0.93781,0.93803,2213
2024.09.12,02:00:00,0.93801,0.93876,0.93793,0.93868,1208
2024.09.12,03:00:00,0.93867,0.93941,0.93846,0.9394,677
2024.09.12,04:00:00,0.93939,0.93995,0.93937,0.9399,547
2024.09.12,05:00:00,0.9399,0.9402,0.93951,0.93981,1042
2024.09.12,06:00:00,0.93983,0.93983,0.93879,0.93895,2248
2024.09.12,07:00:00,0.93896,0.94088,0.93896,0.94059,3794
2024.09.12,08:00:00,0.94058,0.94167,0.94018,0.941,2950
2024.09.12,09:00:00,0.941,0.94162,0.94087,0.94145,1635
2024.09.12,10:00:00,0.94144,0.94202,0.94111,0.94117,1527
2024.09.12,11:00:00,0.94118,0.94126,0.94007,0.94063,1900
2024.09.12,12:00:00,0.94063,0.94196,0.93934,0.94027,7853
2024.09.12,13:00:00,0.94027,0.94299,0.94003,0.94176,7533
2024.09.12,14:00:00,0.94176,0.94331,0.94154,0.94253,5383
2024.09.12,15:00:00,0.94251,0.94292,0.94107,0.9414,3998
2024.09.12,16:00:00,0.94138,0.94283,0.94136,0.94241,2571
2024.09.12,17:00:00,0.9424,0.9425,0.94159,0.94234,3100
2024.09.12,18:00:00,0.94233,0.94275,0.94206,0.94233,2911
2024.09.12,19:00:00,0.94232,0.9425,0.94166,0.94229,2850
2024.09.12,20:00:00,0.9423,0.9427,0.942,0.94248,1609
2024.09.12,21:00:00,0.94247,0.94279,0.94172,0.94233,777
