Date,Time,Open,High,Low,Close,Tick volume
2024.09.09,00:00:00,0.6169,0.61768,0.61686,0.61715,1954
2024.09.09,01:00:00,0.61716,0.61844,0.61716,0.61829,2724
2024.09.09,02:00:00,0.6183,0.61856,0.61816,0.61832,1968
2024.09.09,03:00:00,0.61831,0.61841,0.61717,0.61722,1164
2024.09.09,04:00:00,0.61722,0.61747,0.61669,0.61677,944
2024.09.09,05:00:00,0.61675,0.61676,0.61596,0.61612,926
2024.09.09,06:00:00,0.61614,0.61621,0.61523,0.61525,2570
2024.09.09,07:00:00,0.61524,0.61539,0.61442,0.61512,2614
2024.09.09,08:00:00,0.61512,0.61518,0.61336,0.61353,1935
2024.09.09,09:00:00,0.61353,0.61411,0.61348,0.61383,1592
2024.09.09,10:00:00,0.61384,0.61384,0.61239,0.6131,1492
2024.09.09,11:00:00,0.6131,0.61376,0.61302,0.61361,1089
2024.09.09,12:00:00,0.61362,0.61401,0.6132,0.61347,1753
2024.09.09,13:00:00,0.61347,0.61467,0.61341,0.61464,2708
2024.09.09,14:00:00,0.61465,0.61476,0.61369,0.61418,3473
2024.09.09,15:00:00,0.61419,0.6149,0.61375,0.61477,2911
2024.09.09,16:00:00,0.61478,0.61565,0.61469,0.61547,1490
2024.09.09,17:00:00,0.61549,0.61581,0.61494,0.61495,1481
2024.09.09,18:00:00,0.61493,0.61505,0.61426,0.6143,1706
2024.09.09,19:00:00,0.61429,0.61436,0.6138,0.6143,1534
2024.09.09,20:00:00,0.61428,0.61476,0.61413,0.61439,1018
2024.09.09,21:00:00,0.61429,0.61469,0.61366,0.61447,790
2024.09.09,22:00:00,0.61444,0.61502,0.61435,0.61472,604
2024.09.09,23:00:00,0.61469,0.61471,0.61409,0.61413,667
2024.09.10,00:00:00,0.61417,0.61421,0.61315,0.61319,1794
2024.09.10,01:00:00,0.61319,0.61383,0.61316,0.61382,1696
2024.09.10,02:00:00,0.61383,0.61392,0.61327,0.61367,1321
2024.09.10,03:00:00,0.61368,0.61442,0.61368,0.61424,898
2024.09.10,04:00:00,0.61425,0.61486,0.61424,0.61481,819
2024.09.10,05:00:00,0.61482,0.61553,0.61468,0.61539,960
2024.09.10,06:00:00,0.61541,0.61582,0.61512,0.61555,1559
2024.09.10,07:00:00,0.61555,0.61559,0.61488,0.61498,2437
2024.09.10,08:00:00,0.61499,0.61537,0.61467,0.61495,1364
2024.09.10,09:00:00,0.61496,0.61612,0.61465,0.61584,1982
2024.09.10,10:00:00,0.61585,0.61625,0.61556,0.61613,1071
2024.09.10,11:00:00,0.61614,0.61648,0.61531,0.61541,1253
2024.09.10,12:00:00,0.61541,0.61605,0.61516,0.61536,2168
2024.09.10,13:00:00,0.61534,0.61557,0.61416,0.61463,3234
2024.09.10,14:00:00,0.61459,0.61492,0.61417,0.61487,4145
2024.09.10,15:00:00,0.61487,0.61578,0.61479,0.61534,2907
2024.09.10,16:00:00,0.61535,0.61535,0.6147,0.61494,2356
2024.09.10,17:00:00,0.61494,0.61532,0.61485,0.6151,1892
2024.09.10,18:00:00,0.61511,0.61575,0.61503,0.61549,1476
2024.09.10,19:00:00,0.6155,0.61558,0.61521,0.61534,1711
2024.09.10,20:00:00,0.61535,0.61547,0.61483,0.61488,1388
2024.09.10,21:00:00,0.61486,0.61502,0.614,0.61463,1972
2024.09.10,22:00:00,0.61459,0.61504,0.61454,0.615,379
2024.09.10,23:00:00,0.61498,0.61536,0.61479,0.61491,491
2024.09.11,00:00:00,0.6149,0.61499,0.61402,0.6141,1521
2024.09.11,01:00:00,0.61412,0.61496,0.61355,0.61476,3652
2024.09.11,02:00:00,0.61475,0.61537,0.61444,0.61449,2704
2024.09.11,03:00:00,0.6145,0.6145,0.61401,0.61408,1353
2024.09.11,04:00:00,0.61409,0.61426,0.6136,0.61412,1572
2024.09.11,05:00:00,0.61412,0.6148,0.6141,0.6146,2118
2024.09.11,06:00:00,0.6146,0.61542,0.61438,0.61528,2564
2024.09.11,07:00:00,0.61528,0.61566,0.61463,0.61479,3326
2024.09.11,08:00:00,0.61478,0.6151,0.6145,0.61456,1890
2024.09.11,09:00:00,0.61456,0.61495,0.61416,0.61424,2132
2024.09.11,10:00:00,0.61421,0.61482,0.61396,0.61481,2635
2024.09.11,11:00:00,0.61481,0.61506,0.61435,0.61482,2405
2024.09.11,12:00:00,0.61482,0.61483,0.61138,0.61264,10269
2024.09.11,13:00:00,0.61263,0.61364,0.61201,0.61207,7298
2024.09.11,14:00:00,0.61207,0.61214,0.61059,0.61151,7450
2024.09.11,15:00:00,0.61153,0.61248,0.61132,0.61203,4485
2024.09.11,16:00:00,0.61203,0.61255,0.61185,0.61236,3947
2024.09.11,17:00:00,0.61239,0.61316,0.61229,0.61293,4097
2024.09.11,18:00:00,0.61294,0.61387,0.61288,0.61312,2778
2024.09.11,19:00:00,0.61311,0.61365,0.613,0.6134,2621
2024.09.11,20:00:00,0.61342,0.61379,0.61334,0.6136,1797
2024.09.11,21:00:00,0.61356,0.61377,0.61225,0.61365,1819
2024.09.11,22:00:00,0.61368,0.614,0.61357,0.61368,735
2024.09.11,23:00:00,0.61368,0.61373,0.61307,0.61315,509
2024.09.12,00:00:00,0.61316,0.61379,0.613,0.6131,2073
2024.09.12,01:00:00,0.61308,0.61352,0.61287,0.61328,2204
2024.09.12,02:00:00,0.61329,0.61367,0.61278,0.61318,1766
2024.09.12,03:00:00,0.61318,0.61445,0.61313,0.61441,898
2024.09.12,04:00:00,0.61441,0.6151,0.61434,0.61508,1550
2024.09.12,05:00:00,0.61508,0.61556,0.61498,0.61547,907
2024.09.12,06:00:00,0.61551,0.61585,0.61477,0.61488,1629
2024.09.12,07:00:00,0.61489,0.61494,0.61364,0.61366,3585
2024.09.12,08:00:00,0.61365,0.61389,0.6129,0.61313,3103
2024.09.12,09:00:00,0.61313,0.61369,0.61307,0.61346,1850
2024.09.12,10:00:00,0.61344,0.61368,0.61313,0.61356,1646
2024.09.12,11:00:00,0.61356,0.61373,0.61317,0.61321,1403
2024.09.12,12:00:00,0.6132,0.61472,0.61312,0.61407,5762
2024.09.12,13:00:00,0.61407,0.61477,0.61341,0.61417,5522
2024.09.12,14:00:00,0.61415,0.61525,0.61383,0.61492,4322
2024.09.12,15:00:00,0.61494,0.61537,0.61459,0.61514,3051
2024.09.12,16:00:00,0.61513,0.61599,0.61496,0.61585,2275
2024.09.12,17:00:00,0.61586,0.6173,0.61577,0.61709,3410
2024.09.12,18:00:00,0.61709,0.61739,0.61664,0.61728,3956
2024.09.12,19:00:00,0.6173,0.61802,0.61723,0.61802,4283
2024.09.12,20:00:00,0.61802,0.61842,0.61771,0.61782,1668
2024.09.12,21:00:00,0.61781,0.6182,0.61573,0.61809,830
2024.09.12,22:00:00,0.61808,0.61855,0.61803,0.61831,511
2024.09.12,23:00:00,0.6183,0.61879,0.61822,0.61869,673
2024.09.13,00:00:00,0.61868,0.61914,0.61847,0.61908,2087
2024.09.13,01:00:00,0.6191,0.61934,0.61775,0.618,2511
2024.09.13,02:00:00,0.61802,0.6186,0.61782,0.618,1565
2024.09.13,03:00:00,0.61795,0.6184,0.61782,0.6181,1534
2024.09.13,04:00:00,0.61812,0.61864,0.61806,0.61826,1016
2024.09.13,05:00:00,0.61824,0.61841,0.61796,0.61803,1292
2024.09.13,06:00:00,0.61802,0.61829,0.61747,0.61803,2542
2024.09.13,07:00:00,0.61804,0.61863,0.61749,0.61852,2652
2024.09.13,08:00:00,0.61853,0.61859,0.6179,0.61824,2846
2024.09.13,09:00:00,0.61827,0.61913,0.61812,0.61826,2201
2024.09.13,10:00:00,0.61823,0.6183,0.61712,0.61726,2298
2024.09.13,11:00:00,0.61729,0.61737,0.61621,0.61643,1479
2024.09.13,12:00:00,0.61643,0.61715,0.61627,0.61702,2107
2024.09.13,13:00:00,0.61701,0.61766,0.6168,0.61749,3177
2024.09.13,14:00:00,0.61748,0.61751,0.61635,0.6166,4753
2024.09.13,15:00:00,0.61661,0.61672,0.61615,0.61654,2071
2024.09.13,16:00:00,0.61654,0.61655,0.61585,0.61625,2309
2024.09.13,17:00:00,0.61626,0.61633,0.61596,0.61609,1452
2024.09.13,18:00:00,0.6161,0.61627,0.61546,0.6157,1435
2024.09.13,19:00:00,0.6157,0.61581,0.61516,0.61568,1688
2024.09.13,20:00:00,0.61567,0.61578,0.61558,0.61562,2209
2024.09.15,21:00:00,0.61559,0.61586,0.61544,0.6157,307
2024.09.15,22:00:00,0.61577,0.61641,0.61577,0.61626,1386
2024.09.15,23:00:00,0.61627,0.61656,0.6161,0.61626,1074
2024.09.16,00:00:00,0.61627,0.61641,0.61611,0.61622,969
2024.09.16,01:00:00,0.61621,0.61634,0.6154,0.61546,1320
2024.09.16,02:00:00,0.61545,0.61609,0.61538,0.61602,1117
2024.09.16,03:00:00,0.61603,0.61786,0.61578,0.61782,1463
2024.09.16,04:00:00,0.6178,0.61808,0.61724,0.61747,1447
2024.09.16,05:00:00,0.61746,0.61761,0.61713,0.61735,785
2024.09.16,06:00:00,0.61734,0.61804,0.61715,0.61785,2770
2024.09.16,07:00:00,0.61786,0.61826,0.61747,0.61815,2692
2024.09.16,08:00:00,0.61819,0.61933,0.61804,0.61895,1950
2024.09.16,09:00:00,0.61895,0.61927,0.61858,0.61869,2265
2024.09.16,10:00:00,0.61869,0.61934,0.61868,0.61885,1295
2024.09.16,11:00:00,0.61883,0.61974,0.61835,0.61966,1348
2024.09.16,12:00:00,0.61969,0.61992,0.61859,0.6188,2933
2024.09.16,13:00:00,0.61881,0.61923,0.61829,0.61887,3396
2024.09.16,14:00:00,0.61888,0.61898,0.61831,0.6185,2899
2024.09.16,15:00:00,0.61847,0.61863,0.618,0.6184,2679
2024.09.16,16:00:00,0.61841,0.61906,0.61809,0.61905,2221
2024.09.16,17:00:00,0.61905,0.61906,0.61845,0.61899,1491
2024.09.16,18:00:00,0.619,0.61911,0.61853,0.61876,1693
2024.09.16,19:00:00,0.61876,0.61941,0.61836,0.61931,1303
2024.09.16,20:00:00,0.6193,0.62012,0.61927,0.62002,812
2024.09.16,21:00:00,0.61995,0.62024,0.61929,0.62,1768
2024.09.16,22:00:00,0.61999,0.62011,0.61931,0.61959,801
2024.09.16,23:00:00,0.61959,0.61965,0.61887,0.61952,819
2024.09.17,00:00:00,0.61951,0.61965,0.61826,0.61829,1073
2024.09.17,01:00:00,0.61828,0.61919,0.61828,0.619,1473
2024.09.17,02:00:00,0.61898,0.6196,0.61884,0.61943,1104
2024.09.17,03:00:00,0.61941,0.61943,0.61884,0.61894,907
2024.09.17,04:00:00,0.61893,0.61896,0.61863,0.61883,448
2024.09.17,05:00:00,0.61884,0.61908,0.61853,0.61856,747
2024.09.17,06:00:00,0.61855,0.61989,0.61853,0.6194,1786
2024.09.17,07:00:00,0.61936,0.62048,0.61936,0.62037,2533
2024.09.17,08:00:00,0.62036,0.62079,0.62019,0.62071,1160
2024.09.17,09:00:00,0.62072,0.62105,0.62029,0.62038,2230
2024.09.17,10:00:00,0.62039,0.62055,0.61993,0.61996,1279
2024.09.17,11:00:00,0.61997,0.62054,0.61964,0.62031,1169
2024.09.17,12:00:00,0.62031,0.62035,0.61817,0.61848,4870
2024.09.17,13:00:00,0.61851,0.61895,0.61776,0.61798,4508
2024.09.17,14:00:00,0.61803,0.61963,0.61799,0.61911,4378
2024.09.17,15:00:00,0.61914,0.61917,0.6181,0.61819,2522
2024.09.17,16:00:00,0.61819,0.61842,0.61776,0.61822,2209
2024.09.17,17:00:00,0.61821,0.61841,0.61755,0.61822,2675
2024.09.17,18:00:00,0.61821,0.61897,0.61808,0.61891,1737
2024.09.17,19:00:00,0.6189,0.6191,0.61839,0.61851,1359
2024.09.17,20:00:00,0.61851,0.61879,0.61832,0.61842,1079
2024.09.17,21:00:00,0.61838,0.6186,0.61796,0.61836,1206
2024.09.17,22:00:00,0.61836,0.61894,0.61832,0.61885,945
2024.09.17,23:00:00,0.61886,0.61943,0.61882,0.61916,531
2024.09.18,00:00:00,0.61917,0.62006,0.6191,0.61989,2374
2024.09.18,01:00:00,0.6199,0.62052,0.61984,0.62044,2619
2024.09.18,02:00:00,0.62045,0.62063,0.61996,0.62056,1243
2024.09.18,03:00:00,0.62059,0.62065,0.62015,0.62018,751
2024.09.18,04:00:00,0.62018,0.62027,0.61945,0.61948,749
2024.09.18,05:00:00,0.61948,0.62,0.61935,0.61999,760
2024.09.18,06:00:00,0.61999,0.62066,0.61998,0.62033,1864
2024.09.18,07:00:00,0.62033,0.62143,0.62033,0.62143,3425
2024.09.18,08:00:00,0.62141,0.62183,0.62117,0.62171,2607
2024.09.18,09:00:00,0.62172,0.62249,0.62157,0.62245,2156
2024.09.18,10:00:00,0.62245,0.62278,0.62229,0.62237,1879
2024.09.18,11:00:00,0.62237,0.62276,0.62214,0.62225,2255
2024.09.18,12:00:00,0.62226,0.62244,0.62177,0.62206,2099
2024.09.18,13:00:00,0.62207,0.62313,0.62201,0.62209,2883
2024.09.18,14:00:00,0.62212,0.62215,0.62042,0.62077,3267
2024.09.18,15:00:00,0.62076,0.62102,0.62005,0.62018,2484
2024.09.18,16:00:00,0.62016,0.62113,0.62013,0.62112,2669
2024.09.18,17:00:00,0.62109,0.6217,0.62085,0.6213,3389
2024.09.18,18:00:00,0.62108,0.62672,0.62066,0.62326,19017
2024.09.18,19:00:00,0.62323,0.62324,0.61875,0.61904,13116
2024.09.18,20:00:00,0.61903,0.62086,0.61892,0.62082,14035
2024.09.18,21:00:00,0.62084,0.62084,0.61875,0.62058,1106
2024.09.18,22:00:00,0.62058,0.62205,0.62046,0.6218,1311
2024.09.18,23:00:00,0.62181,0.62189,0.62009,0.62092,1658
2024.09.19,00:00:00,0.62094,0.62139,0.61852,0.61858,4100
2024.09.19,01:00:00,0.61857,0.61985,0.61807,0.61985,4212
2024.09.19,02:00:00,0.61984,0.62227,0.61984,0.62201,4527
2024.09.19,03:00:00,0.62199,0.62273,0.62183,0.62204,3929
2024.09.19,04:00:00,0.62205,0.62205,0.6204,0.6214,2034
2024.09.19,05:00:00,0.62143,0.62201,0.62141,0.62185,2057
2024.09.19,06:00:00,0.62185,0.62389,0.6215,0.62379,4568
2024.09.19,07:00:00,0.6238,0.62514,0.62359,0.62451,4046
2024.09.19,08:00:00,0.62451,0.62621,0.62444,0.62565,2849
2024.09.19,09:00:00,0.62562,0.62682,0.62557,0.62674,3037
2024.09.19,10:00:00,0.62675,0.62683,0.6262,0.62648,1924
2024.09.19,11:00:00,0.62648,0.62676,0.62464,0.62509,3655
2024.09.19,12:00:00,0.62509,0.62529,0.62284,0.62287,5726
2024.09.19,13:00:00,0.62286,0.62422,0.62205,0.62256,5486
2024.09.19,14:00:00,0.62254,0.6235,0.62176,0.62335,6159
2024.09.19,15:00:00,0.62335,0.62401,0.62295,0.62398,3663
2024.09.19,16:00:00,0.62399,0.62451,0.6239,0.62425,2504
2024.09.19,17:00:00,0.62426,0.62494,0.62403,0.62486,2039
2024.09.19,18:00:00,0.62488,0.62516,0.62449,0.62482,2340
2024.09.19,19:00:00,0.62481,0.62491,0.62407,0.62446,2994
2024.09.19,20:00:00,0.62443,0.62446,0.62377,0.62381,2699
2024.09.19,21:00:00,0.62372,0.6241,0.62317,0.62374,2474
2024.09.19,22:00:00,0.62382,0.62416,0.62373,0.62388,1661
2024.09.19,23:00:00,0.6239,0.62393,0.62352,0.62359,613
2024.09.20,00:00:00,0.62359,0.62383,0.62316,0.62336,1615
2024.09.20,01:00:00,0.62338,0.62363,0.62246,0.62335,2198
2024.09.20,02:00:00,0.6234,0.62414,0.62322,0.6241,1985
2024.09.20,03:00:00,0.62409,0.62499,0.62407,0.62436,2775
2024.09.20,04:00:00,0.62436,0.62471,0.62403,0.62408,1410
2024.09.20,05:00:00,0.6241,0.62432,0.62351,0.62414,2389
2024.09.20,06:00:00,0.62417,0.62599,0.62417,0.62483,4266
2024.09.20,07:00:00,0.6248,0.62542,0.62387,0.62408,3655
2024.09.20,08:00:00,0.62406,0.62427,0.62335,0.62367,3098
2024.09.20,09:00:00,0.62366,0.62395,0.62299,0.62315,2093
2024.09.20,10:00:00,0.62315,0.62336,0.62279,0.62287,1748
2024.09.20,11:00:00,0.62288,0.62294,0.62209,0.62281,2161
2024.09.20,12:00:00,0.62282,0.62436,0.62282,0.6242,3457
2024.09.20,13:00:00,0.62418,0.62423,0.62161,0.62179,4499
2024.09.20,14:00:00,0.62178,0.62273,0.62119,0.62207,5429
2024.09.20,15:00:00,0.62207,0.62339,0.62096,0.62328,7009
2024.09.20,16:00:00,0.6233,0.62495,0.62309,0.62475,5094
2024.09.20,17:00:00,0.62475,0.6248,0.62371,0.62387,3041
2024.09.20,18:00:00,0.62386,0.6243,0.62338,0.62427,3017
2024.09.20,19:00:00,0.62426,0.62438,0.62383,0.62386,3079
2024.09.20,20:00:00,0.62388,0.62397,0.62355,0.62365,2462
2024.09.22,21:00:00,0.62225,0.62368,0.62225,0.62337,477
2024.09.22,22:00:00,0.62337,0.62398,0.62321,0.62371,1151
2024.09.22,23:00:00,0.62373,0.62403,0.62337,0.6235,711
2024.09.23,00:00:00,0.6235,0.62373,0.623,0.62349,1133
2024.09.23,01:00:00,0.62347,0.6238,0.62292,0.62337,1717
2024.09.23,02:00:00,0.62334,0.62361,0.62292,0.62356,1307
2024.09.23,03:00:00,0.62357,0.62437,0.62349,0.62373,948
2024.09.23,04:00:00,0.62374,0.6247,0.62366,0.62451,699
2024.09.23,05:00:00,0.62451,0.62486,0.62414,0.62451,1084
2024.09.23,06:00:00,0.62454,0.62482,0.62407,0.62422,1968
2024.09.23,07:00:00,0.62421,0.62421,0.62251,0.62279,5065
2024.09.23,08:00:00,0.62278,0.62366,0.62247,0.62358,3371
2024.09.23,09:00:00,0.62359,0.62468,0.62358,0.62453,1688
2024.09.23,10:00:00,0.62456,0.62543,0.62452,0.62491,1499
2024.09.23,11:00:00,0.62491,0.62576,0.62488,0.6257,1833
2024.09.23,12:00:00,0.62569,0.62618,0.62486,0.62602,2560
2024.09.23,13:00:00,0.62602,0.62711,0.62574,0.62623,4593
2024.09.23,14:00:00,0.62621,0.62687,0.62573,0.6268,5271
2024.09.23,15:00:00,0.62682,0.62734,0.62628,0.62697,2783
2024.09.23,16:00:00,0.62695,0.62699,0.62625,0.62679,2745
2024.09.23,17:00:00,0.62681,0.6277,0.62648,0.62739,1799
2024.09.23,18:00:00,0.62738,0.62799,0.62715,0.62777,1292
2024.09.23,19:00:00,0.62776,0.62776,0.62732,0.62737,1435
2024.09.23,20:00:00,0.62738,0.62738,0.62636,0.62661,827
2024.09.23,21:00:00,0.62655,0.62688,0.62607,0.62658,1869
